trip_id,condition,temperature,humidity,wind_kmph
T001929,Fog,23,48,18
T001930,Cloudy,25,68,25
T001931,Cloudy,27,43,28
T001932,Clear,22,83,3
T001933,Rain,35,74,16
T001934,Fog,26,59,11
T001935,Clear,30,87,16
T001936,Cloudy,22,71,14
T001937,Fog,34,82,4
T001938,Cloudy,28,60,12
T001939,Fog,29,86,23
T001940,Rain,28,59,21
T001941,Rain,34,80,4
T001942,Clear,29,88,29
T001943,Cloudy,20,57,2
T001944,Clear,28,46,30
T001945,Fog,33,70,4
T001946,Clear,20,69,9
T001947,Fog,34,68,21
T001948,Rain,29,55,6
T001949,Clear,28,55,30
T001950,Fog,26,47,4
T001951,Clear,21,63,29
T001952,Fog,33,46,23
T001953,Clear,32,73,6
T001954,Rain,26,82,25
T001955,Rain,34,53,13
T001956,Fog,29,67,11
T001957,Cloudy,27,90,30
T001958,Fog,28,62,25
T001959,Cloudy,23,85,17
T001960,Cloudy,36,73,10
T001961,Cloudy,31,85,21
T001962,Fog,23,73,9
T001963,Cloudy,28,85,2
T001964,Rain,24,85,29
T001965,Rain,28,51,8
T001966,Cloudy,25,45,28
T001967,Fog,32,90,28
T001968,Cloudy,20,82,27
T001969,Fog,36,61,3
T001970,Rain,24,51,2
T001971,Clear,21,48,9
T001972,Fog,36,74,3
T001973,Rain,33,71,22
T001974,Clear,32,66,21
T001975,Rain,30,42,23
T001976,Fog,32,68,10
T001977,Fog,33,69,22
T001978,Fog,23,67,25
T001979,Fog,36,68,13
T001980,Cloudy,23,49,13
T001981,Cloudy,24,85,11
T001982,Clear,28,44,28
T001983,Rain,20,87,17
T001984,Fog,35,59,30
T001985,Fog,29,40,25
T001986,Cloudy,28,46,25
T001987,Cloudy,20,40,16
T001988,Clear,28,47,25
T001989,Cloudy,34,88,28
T001990,Fog,24,77,15
T001991,Rain,29,87,10
T001992,Rain,28,42,3
T001993,Fog,26,76,28
T001994,Clear,31,48,24
T001995,Rain,34,76,30
T001996,Rain,31,85,30
T001997,Cloudy,33,48,10
T001998,Cloudy,34,52,15
T001999,Fog,24,40,8
T002000,Rain,28,66,24
